"","artist","song","spotify_uri"
"10676","Career Suicide","Stones You Throw","34FuvzrP8PUJdfTviXHm4C"
"10677","Carey Bell","Going Back To Louisiana","3CzsIcex0J3IMSLL4c4noX"
"10678","Carey Bell_ Lazy Lester_ Raful Neal & Snooky Pryor","Keyhole in Your Door","5cwkxbGD8HlwbjCrnl651O"
"10679","Carina Round","Sit Tight","51RUefue8uR7YVn2XEcD3a"
"10680","Carl Belew","Wishful Thinking","7fXwqI9JVv1AkV94PXrNS6"
"10681","Carl Craig","At Les","4LpSsKYVYP9kexF6xdte0Y"
"10682","Carl Davis","Alice in Wonderland: Act I: The Caucus Race","2Qw7xsexa8pJCtUiPuovVD"
"10683","Carla Bozulich","I Couldn't Believe It Was True","2nYVA2MHdmpcLP3h1XHTd3"
"10684","Carlene Carter","Judgement Day","4CwaSDhGOPUYQY9rT4TibL"
"10685","Carlene Davis","I Shall Not Be Moved","4nw5WpMf8EgoxOFNhjCYSa"
"10686","Carlos Chaouen (F)","Vale la pena","2KUmw9k09fagitbwSSgA0j"
"10687","Carlos Kotkin","Eggs","7JirJUYlJGQNfLDJB3p1jH"
"10688","Carlos Ponce","Dejate Querer","1f84VwXBN2PJDshyswsed0"
"10689","Carmen McRae","Bye_ Bye Blackbird","5ab0PJNFxIpiMceblf2dHO"
"10690","Carmen McRae","The Christmas Song (Chestnuts Roasting On An Open Fire)","2JIJpwYchyXSuxt9aJ64pk"
"10691","Carnival in Coal","Baker Street","3SyZwrjtLZ3wO1nQ7c6bOm"
"10692","Carnival in Coal","Daaahhh","4ejJ84IAab8ofoKqBdz54z"
"10693","Carol Douglas","A Hurricane Is Coming Tonite","0FPZDwCZWqKHowIZmB4UEB"
"10694","Carol Douglas","We're Gonna Make It","6Kkhp1xLgTzbv7sgJxYyMP"
"10695","Carole King","Back To California","7eEWQkxtnAi4C8LxAeuYSk"
"10696","Carole King","Carry Your Load","35w44R08g5LPiN8vIMxZwq"
"10697","Carolyn Arends","There You Are (live)","6il5gJaAnD8qDBtJ76Ff2i"
"10698","Carolyn Dawn Johnson","Just Another Girl","4PAYEGkmmWzLVTEfUoKVf5"
"10699","Carpark North","Just Human","7zsXbElFf7Ptp4fuFlnDWV"
"10700","Carpathian Forest","A World Of Bones","3nJwXKu50gxHDB4ijeHBir"
"10701","Carpenters","Radio Contest Outtakes","6DaLOsoTxpdIXBKM7qQ70D"
"10702","Carrie Newcomer","Something Worth Fighting For","53Y2CVeIl6qTGo3l8cc9B0"
"10703","Carrie Newcomer","Sounds Of The Morning","2MyFSkIB0peiONhWsVUgJ5"
"10704","Carroll Thompson","Your Love","3LhtQqU5E4DLufV4JeWhuB"
"10705","Cartel De Santa","Himno A La Jauria","3RPI1JezMs1ZlWAClxVTiN"
"10706","Carter USM","The Only Living Boy In New Cross (BBC In Concert)","7FgPk7K4wLiApILvl0QHA5"
"10707","Cary Hudson","Bay Street Blues","7cZUy9t4FKS7ND54KgwGmH"
"10708","Casiotone For The Painfully Alone","You Were Alone","1kmSeywVbnlXWMO2c8wa20"
"10709","Cassandra Wilson","Waters Of March","74lmvssWZ5mlz157oFIqEZ"
"10710","Cassius","Tale Of The Leper","691lQIj0cJS3SNXmjY2yMw"
"10711","Cat Power","Cross Bones Style","4DppGM42Nkckgnv4uJVLze"
"10712","Cat Power","Nude As The News","3aei1LDjspbt82vLTY93aW"
"10713","Catamenia","Passing Moment Of Twilight Time","51m3rVyZ254VXRGjXgLupM"
"10714","Catatonia","Dimbran","15EyCfxXfOG9JBdzSDemld"
"10715","Cathedral","Earth Messiah","2bo9EeqkjLyYqtdwbpJr1V"
"10716","Catherine Wheel","Shocking","09DLAR5Z5bvhrIoIIWG7ev"
"10717","Cattle Decapitation","Men Before Swine (Outro)","4PNKJAT9dhdvUOHfh8ND2P"
"10718","Catupecu Machu","Gritarle Al Viento","6GdOppGsHXrHiSIYWsWDlj"
"10719","Caviar","10% November","421x339RkqNljBjJ7fNa6Q"
"10720","Caviar","Hey Let Go","46h58ja64FX3rylZFlucvM"
"10721","CC Cowboys","Tigergutt (Live At Svalbard)","4QwwFct3BT6KyfBHRb1hTm"
"10722","CDM Project","Sandstorm","0DNGkfnlgXHPRbDhx70qle"
"10723","CDOASS","A Fair Resort (Remington Rock Remix by Panache)","5v9qtuscDOd7MkYdR8RjD5"
"10724","Cecil Taylor_ Jazz Composer's Orchestra_ Michael Mantler","Communications # 11 - Part 2","6XBjbA7C9cR2cyEBDD8kEY"
"10725","Ceephax","Time Tunnel","5ppWwTPALk4QkbSOwwKrWN"
"10726","Celesty","Lord Of Mortals","6x4Yk2r2BeWgBjoNc5simM"
"10727","Cell","Second Shape part II","1ZjVCZIxuqyo3JPwKKd9MQ"
"10728","Cellador","Leaving All Behind","0LmKRwS3svMiNtqzsPQ4Bl"
"10729","Celluloide","Audiotherapy","0rk33oHDoj1QbF2NUiTKE0"
"10730","Celso Fonseca","Teu Sorriso","22436pSlfXH5nhBnsrt6LP"
"10731","Celtic Woman","Panis Angelicus","3MFwDxDcIe9iR6iftUqvel"
"10732","Cephalic Carnage","Hidden","6O7Jdd8RpWtwMxAw1oHdyw"
"10733","Cerf_ Mitiska & Jaren","You Never Said","1Ck4aPR4FM5iIYumtdLi63"
"10734","Cerys Matthews","Trwy'r Drych","6tKBrPIm4HFMirJJ8yLvUS"
"10735","Cesaria Evora","Bondade E Maldade","6j9T9KjIv2adBGxDWZU58T"
"10736","Cex","I Said It Knowing Full Well I Had No Intention Of Doing It","2UqEJTqXoJSY5Gx4kSgIoN"
"10737","CFCF","The Explorers (feat. Sally Shapiro)","4K90734UdgQK5NxDRGybd3"
"10738","Chad Smith's Bombastic Meatbats","Into The Floyd","1JlJpjMj1gMJKE61Q9cUoa"
"10739","Chairmen Of The Board","Let Me Down Easy","62V8xyR2KePwRj9cWOOebN"
"10740","Chaka Demus & Pliers","Scream My Name","7xCWlfMs28eIOkORYqbhCA"
"10741","Chaka Demus & Pliers","Sexy Body","1SA2dTKCXhqF5Xe90s2nVy"
"10742","Chalee Tennison","I Am Pretty","3K2uhWlG15eSLOhMzyCwvF"
"10743","Chalk","Wetsuit","67rokpJLI5yGMDZfiPrw6Q"
"10744","Chamberlain","Skies Of Atlantis","6JLIIUagx1lA95cNSO1LLu"
"10745","Chamberlain","Yellow Like Gold","0XyvN2SfGD0WntnciB5w6H"
"10746","Chambers Brothers","Just A Closer Walk With Thee","7vaOKYY8b9tSxEtDG1eTRf"
"10747","Champion Jack Dupree","Self Pity","1AHQ0uSV3Il3aBplatLvZN"
"10748","Champion Jack Dupree","Sleeping In The Street","30fJ1F6lRdWYKgsh22C6nf"
"10749","Chancho En Piedra","De Amarillo y Gris","5pTMmlavok1JJ9RpBA6jH2"
"10750","Chantal Chamandy","More","4XD7sSHbOBALM8cd8h12na"
"10751","Chantal Goya","Les Pierrots de Paris","1DlwdVqk1tRt0FrDRKha2t"
"10752","Chaotic Dischord","Glue Accident","2iOdnQEGc8hRuW2a3KjDrG"
"10753","Chapter XJ","Resurrection","7t4cGIVcCk9qcAqzYBp6al"
"10754","Chapterhouse","Autosleeper","5BA2jiLqVZ0HYa4AhXJwAy"
"10755","Charanga 76","Quiero Mas","6atE5HpNKH5OZYntBbco7b"
"10756","Charanga Colonial","La Sitiera","6NsVPky2622g1IS9v1aoGh"
"10757","Charanga del Norte","Cubana Drop","13jqmn68bDZ6uBseqBBPJc"
"10758","Charles Brown","Merry Christmas_ Baby","7CIpTnSsbsEHu9cWbRtl4p"
"10759","Charles Brown","My baby's Gone","3n7rPWWgZqodFQRBkrleiM"
"10760","Charles Mingus","He's Gone","31xojYtyVbsI3IZa1zvOlE"
"10761","Charles Mingus","Ysabel's Table Dance","7kGvc588uslsZbDm5SLq69"
"10762","Charley Patton","Elder Greene Blues (Take 2)","3qGSDOXIhV2uvC7KIYL16k"
"10763","Charley Patton","Snatch It And Grab It","4TOYeqOtgafRFB9YuuS9Hw"
"10764","Charley Patton","Where Was Eve Sleeping?","3Xhs3nRguzlF7WxP38Nljf"
"10765","Charley Pride","I Can't Believe That You've Stopped Loving Me","2IvhE2HBkuRCLIrxiC7MqB"
"10766","Charlie ""Bird"" Parker","Now's the Time","1wuZjnveYdifyrFdF1z3Rj"
"10767","Charlie Brown Gets a Valentine","Idle","4ptIJq0y3pfwVuxWdJcmsJ"
"10768","Charlie Brown Jr.","Senhor Do Tempo","6C6315RjrDrqj1oqaJVGY8"
"10769","Charlie Gracie","My Baby Loves Me","0trzsCYChxBQclJNU9eNkm"
"10770","Charlie Haden / Tanya Haden / Rachel Haden","Oh Take Me Back","6wRGwdX7IoddmLrW2o8nod"
"10771","Charlie Haden Quartet West","Sunday ... At The Hillcrest","0A2On3EDgKXQ0fGzmdhbcq"
"10772","Charlie Haden_ Egberto Gismonti","Don Quixote","16lGpa6bmIN5wsrOEEUpIT"
"10773","Charlie Palmieri","Aunque Tu Mami No Quiera","5NaaOqgrLJrmwOXJ27povP"
"10774","Charlie Parker","Bird's Nest","0Tc5qlAq9l2cAHbc04nAsO"
"10775","Charlie Parker","Blues for alice","6c9ggQmt4QdnLX1EqoY33Y"
"10776","Charlie Peacock","Monkeys At The Zoo  (Full Circle Album Version)","1YW0uw9WGGRtIDAjpwtiaX"
"10777","Charlie Peacock","One Thing (The Secret Of Time Album Version)","4XwjsDfzlgsTz6vQv52EdA"
"10778","Charlie Sexton & The Mystic Knights Of The Sea","You're Doin' It Too Hard","7zbsJyd3jGHjVLDF5yC4B1"
"10779","Charlie Shavers","That Was Yesterday","6py3nM4CTL0GlCkcFzoFYa"
"10780","Charlie Walker","Truck Drivin' man","5Kkm5m3THLJAuFpJh66v65"
"10781","Charlotte Gainsbourg","Time Of The Assassins (Gentlemen Drivers Remix)","67mEolGakOOvgQ0EJudB3E"
"10782","Charlotte Martin","I Am Stretched Out on Your Grave (Studio)","5UKb0w4EnqL7s6CBWfyGFY"
"10783","Charlottefield","Again","3RjwjTy3KNgUEJzNXMuNzE"
"10784","Charly Black","Dem Can Only Talk","0vZ8plpwHFBF2LWWTQtzZq"
"10785","Charly Greane","Gossip Girl","1O9XIIAffeM0875oS73lLE"
"10786","Charly Lownoise & Mental Theo","Wonderful Days","6M5BZsMVeayuydKVaRCo3t"
"10787","Charmers","Undecided","0qfWWEsqJDtM2E7hjVm19a"
"10788","Chasen","You And I","5S63rSc8GSeXPEZecYvowQ"
"10789","Chateau Flight","Prism","6X3oDPqPNUYfg2rUt9MF5n"
"10790","Chavela Vargas","Se Me Hizo Facil","5tHNYqiIHDL6yIvG9cgciP"
"10791","Chayanne","Tal Vez Es Amor (Talvez Seja Amor)","0MBg2LC84VxPrQrFQbilIL"
"10792","Chayito Valdez","Ni Vencida_ Ni Espantada","4076boSSWQISKG798Z2bFp"
"10793","Chayito Valdez","Un Lugar En El Cielo","3Kc6YiZ4ysqLac6tvHSexl"
"10794","Che'Nelle","2nd Nature","3L4pCuxh6LhAkAk3gUIvwD"
"10795","Cheap Trick","Stop This Game","4NHySrRExaC4eEIBWPp2Th"
"10796","Cheater Slicks","Goodbye","3mzEQMsVKdf7Dz0WVLwF6N"
"10797","Cheb Hasni","Baida Mon Amour","3bKg42yZkeiPNsluPWjMfa"
"10798","Cheb Tarik","Croire A L'impossible","0wvOMQHqNRroD7Nop4P80n"
"10799","Cheikh Lo","N'Jarinu Garab","5Y8h1e3WpkpXBz0dK2iU6J"
"10800","Chelonis R. Jones","I Dont Know (Herberts Presets Only Mix)","2l4w81m4CGWT5gjRPJrV96"
"10801","Chelsea","And I Love You","0WxztnRzgUEnr1tgeiTdh0"
"10802","Chemical Brothers Tribute Group","Where We Belong (Evening Shadow Mix)","53wlcLjxubAWmOVavH13Cj"
"10803","Chemistry","The First Test / Intro","5ICy3IHIasc7bAeyHvVPwP"
"10804","Chemlab","Codeine_ Glue_ And You","1OpFVbO4Har1i5E34Tx9jQ"
"10805","Chenoa","Why You Doing Like That","2fW4SX5zSI9ev64FtFYcSO"
"10806","Cher","Please Don't Tell Me","70YdVIKo3uB3TEhk83i3jr"
"10807","Chet Atkins","Canned Heat","0OzRwhv4HwIlMTabLvt0bE"
"10808","Chet Baker","Darn that dream","5HkpZTZOndwCt26vG1Jb3t"
"10809","Chevron","Renegade Cherryade","4k4cIOQiLYLtr6toeL6SaR"
"10810","Chewy Chocolate Cookies","Time","6UV5SVWCKAFkl5ub06tqx6"
"10811","Chiara Civello","Last Quarter Moon","2IxAfEj3umqqhYrIVrpGUO"
"10812","Chiasm","Rewind","1shFNQvD90TsgsCajbpQem"
"10813","Chicane","Come Back (Radio Edit)","14XaKzmfAeWWX0Qe6g0K94"
"10814","Chick Webb And His Orchestra","Strictly Jive","2wdCnniaz429t0jMjlRW0X"
"10815","Chicken Shack","Pocket","4cHQZzfddFGS8ylBCrAA0X"
"10816","Chicken Shack","Pony And Trap","401M5jMWaZyp4qK79HNoZV"
"10817","Chicken Shack / Stan Webb","Everyday I Have The Blues","3IJ56PjtuWXSFwBaxDN8CF"
"10818","Chico Che","Me Tine Loco","5m5Um4KpVpqGK0cF5As4jg"
"10819","Chico Hamilton","Larry Of Arabia","0k8Z3slJ2dMuGoguDbFW8p"
"10820","Chicos de Barrio","El berembemben","5F461hNstOnSHvYNWx70sA"
"10821","Chief Stephen Osita Osadebe","Peoples"" Club Part 1","51e7Fj6zTzEa999wtGurQU"
"10822","Children On Stun","Aunty Crystal'S Thieves (Bent Mix)","6wcH3TtYtyLioDMbP68ula"
"10823","Children On Stun","Style Police","20msArGSFYjeOiXMHkjIwo"
"10824","Chimaira","No Reason To Live","6vFlBeSnArdwmyZ60wY8DL"
"10825","Chimp Beams","Ice Storm","2RpTO4z9KUFxGyGD5VNuJE"
"10826","Chingy","Wurrs My Cash","3RA6eZe7iryF1x80jhaTKX"
"10827","Chip Taylor","Same Ol' Story","4UUJWDMLzUQRXDUwHt6cq9"
"10828","Chixdiggit!","Shadowy Bangers From A Shadowy Duplex","69g13NlkC2Suo5wlR6TiZi"
"10829","Chocolate Overdose","Dingledoodies","2uWKxBuAQ8FWjm1cYuDy2J"
"10830","Choo choo","I hope you feel","0rQUir5OTPA1Fd1cgYIA6Q"
"10831","Chorus Line","Le bon Samaritain","46ZuYuxQKOrqE9PasqrdC0"
"10832","Chow Nasty","Ungawa (Asa)","71oyY5PXWLMsaxYLN82lde"
"10833","Chris Bailey","Savage entertainment","1GPJG8BEAkf8EcxNnRs88s"
"10834","Chris Cagle","What Kinda Gone","7uPReljrrTaqzDCcx4JHmi"
"10835","Chris Connelly","Empty Coda","2YKUxbX13ivE3mO4sVYZaf"
"10836","Chris Connelly and the Bells","Toledo Steel","1tMzkXZOJ2IQKmK12NUZ1Z"
"10837","Chris Connor","From This Moment On","20UrBq4j4XRcYUO49zTJVD"
"10838","Chris Cummings","Downtown Babylon","5StBdJXxZwr4pndwoOS1Nw"
"10839","Chris Eaton","Don't Play Games","6k2RqyG0GkcXFHV8Q2M89g"
"10840","Chris Eckman","Doesn't Matter at All","62OYyHEdgSUE083HZ79Gco"
"10841","Chris Fortier","Despegue","4jzF7WyAN5NwUgX8jZcN9d"
"10842","Chris Thile","Stay Away","7jLi3ukxgtmTiVzphtiT7J"
"10843","Chris Wall","Cowboy  Nation","7y6h8ljbZBNOrx25aSbLcm"
"10844","Chris Whitley","Kick the Stones","2SvV4ep3GiLG3yPBYRXnEH"
"10845","Christian Death","Cavity - First Communion","1UNPhyVMPovKpx5CkAG34g"
"10846","Christian Kjellvander","Days of Black (nights are lights)","7JirJuhDA5oMDC1D5uufTQ"
"10847","Christian Marclay","Smoker","49emR0OcRkAwsr1fhp4J2p"
"10848","Christian McBride_ Inside Straight","Brother Mister","7bNnzsiNP6xG5Xh82Zox5I"
"10849","Christian Scott","So What","5LF246Vvt0uZgIcZ1Pj7mq"
"10850","Christian Smith_ John Selway","Work It","1t7qKk9WAij7jgM2HLCXcC"
"10851","Christian Wunsch","The Conspiracy Remains","5KtAkkGxzRGQIUmXystaXA"
"10852","Christine Fellows","The Last One Standing","4dUYQS7cCBVorLZkzX7Dc6"
"10853","Christine McVie","Easy Come_ Easy Go","6Gk4LGUute1ZND1FL6juIr"
"10854","Christine Perfect","Crazy 'Bout You Baby","65HdaFx9I0hfUT3pc7TjO9"
"10855","Christophe Beck","Auditions","57Rc2BlWDGpylS8kCUa2Aa"
"10856","Christophe Goze","Peurto Vella","4b6C82ZhkW7VruMFvWCjQS"
"10857","Christopher","All I Have To Give","2HfpuAl4gaPsiI2V2GHDDe"
"10858","Christopher Franke","Opening","5Mwnw4A8b5l3ekovJdHGRH"
"10859","Christos Dantis","Den Pethenoun I Agapes (braf)","0zUtn6Q0i8ucx359AfaPJf"
"10860","Christos Dantis","Skase","74sU3StBo5SEzMbULnpfbI"
"10861","Chromatics","Running Up That Hill","5mZLb0zrBBpyqhQKJ6c8Ov"
"10862","Chrome","Blood On The Moon","5ryIqxF9aUx4Va4wNGHeic"
"10863","Chrome","Out Of Reach","6lBcZJGmn0yS7z8mpMZilz"
"10864","Chromeo","Needy Girl","1DFfyHLfG6NdZ7UD14NrEI"
"10865","Chromeo","Rage!","42a49QYQ7ZCX8DYvNjNIbm"
"10866","Chuck Jackson","Who You Gonna Run To","161PrLBzQiB8ZGENjrSQ1O"
"10867","Chuck Loeb","Breathe Again","7zrPpbY2quG0nRTSapC3RC"
"10868","Chuck Mangione","Song Of The New Moon","1Eqb88SmvkdI02qfsgbrEw"
"10869","Chuck Willis","Keep A Knockin'","5ioPt3WgnOMXEyTu1maE1l"
"10870","Chumbawamba","Refugee","045XM0RFqo2ARwHcBnQIip"
"10871","Ciccone Youth","Making The Nature Scene","2MWYiRO4MaY0gOzjgMIexU"
"10872","Cilla Black","From Now On","4NxHqIGnHZ5kGFQdZxVFMA"
"10873","Cilla Black","Step Inside Love","6nEDyo8e8O9dDmwlJCcskg"
"10874","Circle Jerks","Murder the Disturbed","2bB9jVrxMImBelB2PojHz7"
"10875","Circus Devils","Letters From A Witch","2DWkoHUVJDhUJCtEBLLL2U"
"10876","Cisco Houston","Stewball","0TUNvpzvWlQL6R9aWi4QUw"
"10877","Citizens Here and Abroad","Drop Off The Radar","3PNZwKNtfqo2IwkoFVxAZ4"
"10878","City","Private joy","1QWHpibzgy3CC8dTUXWcOG"
"10879","City And Colour","The Girl","1IFRVS4t1olI0XG9RBWdKH"
"10880","City High","Three Way","56HSW4OA39K59oY9b5w0tu"
"10881","ClÃ£","Azar","1I3gZgOCqe3FLaDBG9Eqzq"
"10882","ClÃ£","Uma Mulher Da Vida","3SHmrez2HQMH9HhiFnYTnq"
"10883","Claire Hamill","Denmark","3wO2RQNTruMtSZ24mVHSCc"
"10884","Claire Hamill","Don't Prolong the Agony (Bonus Track)","4ZMM53U1qCol46RIPMkmdi"
"10885","Claire Voyant","Flicker","3adbe50ASMdKtZvsb00XmK"
"10886","Clannad","Banba Oir","3JBxa7RgpzPuY2Tsp8OH9F"
"10887","Clarence Fountain","Where Jesus Is","7GS3x75fvywnfzjVQiyPcO"
"10888","Classix Nouveaux","No Other Way","6eAIoTePVExUTYnTgBUzfR"
"10889","Claudia Cazacu","Nefertiti","2WgMpmH4p8ewUMbINJYeiC"
"10890","Claudine Longet","Guess Who I Saw In Paris","3dE5Msvo7EbhC27e6CzPe5"
"10891","Claudio Baglioni","E Ci Sei Tu","5dsQGEXdgmzmps9ClaIon4"
"10892","Claustrofobia","Morir Contigo","5DtzFjVgpLwzHtCcij6f3B"
"10893","Claw Boys Claw","Bones","5OJIo0ozkozVevY3wOYt5x"
"10894","Claw Boys Claw","Lava","48tjLNoeueFKuGDstySXL3"
"10895","Claw Boys Claw","Probably","1c75F7P3b2Kdw1CtNDca8j"
"10896","Clawfinger","Point Of No Return","11GdbiGJXSsiz9W7zKIQOF"
"10897","Clay Aiken","Don't Save It All For Christmas Day","7DAfpB3HL0sZeg5aLh0fL4"
"10898","Cledus T. Judd feat. Daryle Singletary","Merger on Music Row","0enF82RDVnvVYJY2Nk1wpG"
"10899","Cleopatra","Rhythm International Seven Days A Week","0gMi4RCaV9F3CZe9uEb7X8"
"10900","Cleve Douglass","Prelude to a Kiss","38CvSoaQWpqnqmPvfJ9o3c"
"10901","Cleve Francis","After You","4Uy11R3XHwAN8dZ11RoVrs"
"10902","Cleve Francis","It Ain't Gonna Worry My Mind","7nEgJpjNFJK68pkJmDhaX7"
"10903","Cliff Eidelman","No More Seances","2kvkFgHpjDODU2WWfkH1cI"
"10904","Cliff Richard","Living Doll","2g41MCbLgAU0kPH4SkKGnF"
"10905","Clifford T. Ward","Mad About You","4ZEBxkZk9DYDhxtlmSRXnL"
"10906","Clifford T. Ward","Session Singer","6C7jxymLAhCLR7ekXBdBvs"
"10907","Clifton Chenier","Ay_ Ai Ai","13ZvPa3Q5bZXqKOl7AHBeu"
"10908","Clifton Chenier","Baby Please Don't Go","03FOBJxukYGKlaIghYgBqP"
"10909","Climax Blues Band","Blackjack And Me","2v92UymsafQpGeWVY1r9cC"
"10910","Climax Blues Band","Mesopopmania","1bsvtvsOiOIB26paAnzc1w"
"10911","Clinic","For The Wars","6piNNqLdR3y4YzIgpXEH33"
"10912","Clint Black","You Don't Need Me Now","4jv9ZGWoxIKzBY9kwqe9pj"
"10913","Clint Eastwood","Rowdy","4vIn9ecAvhj5OLzkBD9Ius"
"10914","Clint Eastwood & General Saint","Stop That Train","0Ajis5FpljtwnD7uWqO8jf"
"10915","Clint Mansell","Cleaning Apartment","3nHWJEJlL1wUvvsQG7UTat"
"10916","Clint Mansell","Go To Hell","6ucRhbg7s7xWuOwd4nKVwJ"
"10917","Clint Mansell","Memories (Someone We'll Never Know)","3HideIC6ewPDkBzhzQuQe2"
"10918","Close Combat","Pieke","1ck2ES9Wctb46STkOxJLvF"
"10919","Cloud Cult","Purpose","3jODUN3cBk2a3ZiLI38Vou"
"10920","Clubbazz","My Love Your Love","1KnsYmhMKcbiFPX3CkQx9r"
"10921","Clue To Kalo","We'll Live Free (In NYC)","3Aa25siG5phfLPqXO9YAIx"
"10922","Cobblestone Jazz","Cromagnon Man","4uHyDu4VeLJ1PQvwe6D978"
"10923","Cobra","Men Hate Me","4aPFN6ID2QEH04s9LrBCNa"
"10924","Cobra","Who Get De Money","1jFoEKAKnIgJyiMHyx07eH"
"10925","Cobra Verde","Throw It Away","4BwRAYuzdrdgWVM7jtmqX9"
"10926","Coca Carola","Att synas mest Ã¤r svÃ¥rt","6NuhuI1hyweOMqIxYN1gyd"
"10927","Cockney Rejects","Flares N Slippers (Live)","2NW2VFGtzSMxheWuDu4977"
"10928","Coco Electrik","Love Machine","1sgjFybDr06WOrWcDcoXYD"
"10929","CoCo Lee","Di Da Di","3y7JxyQzcfuMMTcvDSAjGk"
"10930","Cocoa Tea","A Business","4hd7wsjyhENpPRJfdKMonJ"
"10931","Cocorosie","Undertaker","1w6WVMeTBveuo3okEsEKER"
"10932","Codec & Flexor","Time Has Changed (Northern Lite Remix)","2SbSZqUH9j3kMnEOj0qgaq"
"10933","Coffin Break","Our World Now","2ArTVmBVbEUc38UXo5EQx6"
"10934","Coheed and Cambria","Three Evils (Embodied In Love And Shadow)","0quPDPoMCsBj6Maqjox6Le"
"10935","Cold","No One","5Z5k7MQotAckv0S3ZA9dXa"
"10936","Cold World  Hustlers","Anything 4 Money","4eCSBXeHRXArG7ZiwdLQMZ"
"10937","Cold World Hustlers","One Time Too Many","08e9MzX3iCZArRsVcuZAVd"
"10938","Cold World Hustlers","The Zone","6vlvKbGtJYCtu50A806RKD"
"10939","Colder","Anyway","5C69Mdg0RQyEPYcAM3dOjF"
"10940","Cole Porter","Be Like The Bluebird","113aVZfmK6JY0kFFfkUydq"
"10941","Coleman Hawkins","Crazy Rhythm","6GPTcIz6bFkCI3biGWB2RU"
"10942","Colin Blunstone","I Can't Live Without You","0mUedNGnJS7HFMBsU2gH0l"
"10943","Colin James","Leading Me On","54cdzn5Kdu3VanUXRLtEie"
"10944","Colony 5","It Was Only A Dream","1vAr4V34wlm46d3hy7dcRZ"
"10945","Comeback Kid","Lorelei","65abSmcLfUHTklHDy7bfCC"
"10946","Comeback Kid","Step Ahead","10DibECTBHBhaaiL1XzmXy"
"10947","Commander Cody","Lone Ranger","03jDnHbggPUfAWUp9hgvoD"
"10948","Commander Cody & His Lost Planet Airmen","What's The Matter Now","0so0f1fCxCCOxm4kU0h1a1"
"10949","Commander Tom","I can't Sleep!","1YUaac44lUcqSNqVVijNGD"
"10950","Commissioned","Hold Me","1HpkyrgVxw9AiUCDnR07Vr"
"10951","Commit Suicide","Ablation","2ccfBDNTAZdQblDowhiLvR"
"10952","Commodores","Come Inside","4Ko2BFkc8cpNgGTggK9NIv"
"10953","Common Bond","Favor My Savior","3jtTeDeW6S3YiSBcUmXvQJ"
"10954","Common Enemy","We're Under Attack","0oNxMHykTqgaCR2qdLeuRC"
"10955","Common Rotation","Sit Down","2b1n28lN66RksBWUThtwGB"
"10956","Company B","Fascinated (Speedo Mix)","4D1zKl1k3wEqtRdfa8B1NU"
"10957","Confederate Railroad","Toss A Little Bone (Party Mix)","1kOml6gEEuEB11W8ulEdZE"
"10958","Confucius","Round The Bays Pt. 1","1UDvLGN7e82Z0M7ouDk8Aw"
"10959","Conjunto Clasico","Malancolo","0CGaC0J1HHX4o7DeY8bHss"
"10960","Conjunto Mar Azul","Mi Guerita","3DZn2ZHSURnS1zam3KKFwH"
"10961","Conjunto Primavera","La Chiclosa","2uDy4wuPpSQ03pzJE6gshY"
"10962","Conjunto Tipico Vallenato","Cumbia Sampuesana","1rAtMCdtO7TTMYk6r6YcLi"
"10963","Connie Smith","Cincinnati_ Ohio","0ALQjBvuNCz7VFnNxxz7Nb"
"10964","Conor Oberst","Air Mattress","2ngcUjN1MmdfCh41vN0gbE"
"10965","Constance Demby","Chambers Of The Heart","3OrwR5F1kWsUgoYhBZSogm"
"10966","Constantines","Time Can Be Overcome","7MQcOukUiISW56O3TEJ7UI"
"10967","Consumed","Nonsense Cone","1uPFWRiAlq70vvLetEVSHH"
"10968","Consumed","Ready to Strike","6VNuZaijRhRaCfwGhb0Ja7"
"10969","Continental Drifters","The Rain Song","7GPazlSYq5i9vPeDUfhAaJ"
"10970","Continental Drifters","Tomorrow's Gonna Be","2cnM6XRUgEAmkuwIzRKD9X"
"10971","Continental Drifters","Where Does Time Go?","3ohjtiMfMenBQpItYxkd0E"
"10972","Controlled Dissonance","A Simple Exercise In Acknowledgement","0medISj9sjgyt0BvKdSDOY"
"10973","Converge","Undo","1zidexriw0NfRefxRaAWOf"
"10974","Cool Breeze","It'll Take More Than That","5zzHTgnCqwN8ZcvEVT2zUC"
"10975","Cool Jerks","Nobody Knows How I Feel Down Inside","0M8zQOK87iIfcfYFDcpN3F"
"10976","Cooly's Hot Box","Get On","2w3yCRui393OCq5jbdTiJv"
"10977","Copeland","Don't Slow Down","5h3WTlkfYWo5rfb1JKgqDw"
"10978","Copperhead","Drift Away","1GFuoEkbbFZKmon7mXgOhJ"
"10979","Corenell","Keep On Jumping","2r8wiyRc1weD1LIMh80vuu"
"10980","Corey Harris","Giddyup","5QF6VSUXRtke8BXcYr3oX0"
"10981","Corinne Bailey Rae","Breathless (Live At Leeds Met)","1IqD2w0ctWGU7xwOZbosir"
"10982","Cornelis Vreeswijk","Klagovisa till Felicia","1ZXIeVZqHdFJlcjihuLquI"
"10983","Cornershop","Judy Sucks A Lemon For Breakfast","7LblWFh9IIAgtBioJKDVaG"
"10984","Corona","I Don't Wanna Be A Star","1647wMSQpPO2CdrKzdLuZu"
"10985","Cory Branan","Spoke Too Soon","6gHFl5ilHIM4DktEArD9Gc"
"10986","Coses","L'estatut","1y4bmi88W4zaxOICzuMUxs"
