"","X1","artist","song","spotify_uri","Album","Release"
"8268",8268,"Big Twins","Number One (Feat. Prodigy)","0BPYzXrSFGfVUEflehhTot","The Project Kid","2009"
"8269",8269,"Big Tymers","10 Wayz","5ISNuzxa3LpfyQZb26CKlP","10 Years Of Bling Vol. 1","2007"
"8270",8270,"Big Tymers","Big Ballin'","3POHqIALdQbnE64Z023aon","10 Years Of Bling Vol. 1","2007"
"8271",8271,"Big Tymers","Hello","4T5MTukfx32l2v5rVMuZ6F","Hood Rich","2002"
"8272",8272,"Big Tymers","Pimpin'","5U3lmjnIuVZWKgrG6COcKS","Hood Rich","2002"
"8273",8273,"Big Tymers / Hot Boys","My Life","7kYxqFUzfysSrACnZ48rqo","I Got That Work","2000"
"8274",8274,"Big Tymers / Jazze Pha","A Beautiful Life","43ceWREWuPVL64sSANDGFr","Big Money Heavyweight","2003"
"8275",8275,"Big Tymers / Lil Wayne / Jazze Pha / Ludacris","Down South","4dlkBs0JkWve3AYaHNs3E8","Big Money Heavyweight","2003"
"8276",8276,"Big Tymers / TQ / Barewolf","Gimme Some","27aJ3Vff5QqeldMFMdEO2n","Hood Rich","2002"
"8277",8277,"Big Unk","Johnny Bravo Street (feat. Jeffery Lynn & Young Joe)","2g7T3k7QsowX5Qdrjt0EQD","Johnny Bravo (Feat. Jeffery Lynn & Young Joe)","2005"
"8278",8278,"Big Walter Horton's Blues Harp Band","Hey_ Hey","19gGTp7TUX1GaWw05Ji1IR","Chicago/The Blues/Today!","1989"
"8279",8279,"Big Youth","Hotter Fire","3Hy4wRr5Tp8fHNZI4oWbFe","Big Youth Speaks: Life Is Not an Easy Road","2011"
"8280",8280,"Big Youth","I Pray Thee Continually","0RrcaMNefWhNeDrVhlHIxo","Natty Universal Dread 1973 - 1979","2000"
"8281",8281,"Big Youth","Influence Of Jah","4UWko1S6kPHLsilcgNkIvt","Higher Grounds","2005"
"8282",8282,"Big Youth","No Money love","0JAvb2buPuHngxdBja044s","Hard Fe Get","2006"
"8283",8283,"Big Youth","Not Long Ago","0hipiVntRLRqw0OOdb7ORX","Natty Universal Dread 1973 - 1979","2000"
"8284",8284,"Big Youth","The Truth Is The Truth","3pa93mc5k4NBDo9ZqOReKX","Higher Grounds","2005"
"8285",8285,"Big Youth","Why Do The Eden Reign","2i42Bx13hHmiEJ9OsuH6ao","Higher Grounds","2005"
"8286",8286,"Bigbang","Telepathic Interview","1AcLDEsBlISAoY6a1T99XM","Clouds Rolling By","2000"
"8287",8287,"Bigfoot","Back In Baby'S Arms","1qJbjOFWcHLsalFOoH7O8s","Urban Cowboy","2005"
"8288",8288,"Bigfoot","Texas Woman","4p0eguXcS0FXfFweo0GUFg","Urban Cowboy","2005"
"8289",8289,"Bigga Boss","Pat U Cat","0uzjCG3xYr43YuVsGMHm6Z","Bionic Ras Riddim Riddin #1 (South Rakkas Crew)","2005"
"8290",8290,"Bigga Boss","Rockaway","4bW5khuRErtlI8LJ1ndk82","Gold 5.5","2006"
"8291",8291,"Bigga Boss","Skit 1","0SG4XrAOYO5ae9PRVh2CaF","Gold 5.5","2006"
"8292",8292,"Bigger Than Jesus","Paint It White","5qBwQtOLNWr4L0wUQhVoMp","Sleaze Compilation Vol.1","2008"
"8293",8293,"Bigod 20","Taurin","3bdKCiumCMuzT7hj2bS6Kd","Supercute","1994"
"8294",8294,"Bigwig","Girl In The Green Jacket","3ZYmuMfitWl6uKVpcEK4m0","Un Merry Melodies","1997"
"8295",8295,"Bigwig","Moosh","6jheuWV15wTBRpAjCNA5DV","An Invitation To Tragedy","2001"
"8296",8296,"Bigwig","Owned And Operated","1b55yxtbPwf0eiv0MTcVZ5","Reclamation","2006"
"8297",8297,"Bigwig","Timebomb","71aRnQADgXGEb0kQsro0NO","Reclamation","2006"
"8298",8298,"Biirdie","Careless and Unconcerned","5kuEB5xmHm2YQDjuQOZQTI","Catherine Avenue","2007"
"8299",8299,"Bijelo Dugme","Izgledala je malo cudno u kaputu ...","0eXU45vs10QY5czpt3myh2","Eto! Baš Hoću!","1976"
"8300",8300,"Bijelo Dugme","Nakon svih ovih godina","6DPZovvXeqeIytOZ5UNNS1","Ima neka tajna veza","2004"
"8301",8301,"Bikini Kill","Bloody Ice Cream","Bikini Kill","Reject All American","1996"
"8302",8302,"Bikini Kill","Double Dare Ya","5lHQVKihUKmoIagIOB2gPP","The Punk Singer (Original Motion Picture Soundtrack)","2015"
"8303",8303,"Bikini Kill","False Start","7jFuQJ5O6oV04Z7vhnhU5g","Reject All American","1996"
"8304",8304,"Bikini Kill","Feels Blind","6PJhl2R4g80X0D8snFZb94","Kill Rock Stars","2005"
"8305",8305,"Bikini Kill","Hamster Baby","Bikini Kill","Pussy Whipped","1993"
"8306",8306,"Bikini Kill","Magnet","7vAzEgaUsbrcuMhUBS1nQu","The Punk Singer (Original Motion Picture Soundtrack)","2015"
"8307",8307,"Bikini Kill","No Backrub","2YFB9AcEwRzTqBQeCjvZJg","Reject All American","1996"
"8308",8308,"Bikini Kill","Rah! Rah! Replica","Bikini Kill","The Singles","1998"
"8309",8309,"Bikini Kill","Tell Me So","0DwE47YiqMWvReTPtbEaQK","Pussy Whipped","1993"
"8310",8310,"Bikini Kill","White Boy","2z5LG9pXrouLrzhdhqrVwl","The First Two Records","2014"
"8311",8311,"Bikini Machine","Boxful of Pranks","47Rvff0mP2izXSapu2Nq3i","The Full Album","2010"
"8312",8312,"Bikini Machine","Cougar 73","3zj0wc9Uk6i5YFfhbD7axo","Let's Party with Bikini Machine, Vol. 2","2013"
"8313",8313,"Bikini Machine","Destinazione Rocapina","4blzWTgCP0fYJUw3IDKYFx","Let's Party With Bikini Machine (Instrumentracks, a Collection of Cinematic & Groovy Cuts)","2012"
"8314",8314,"Bikini Machine","The Casual Song","651b8IlC30Bp9N56RfTvnO","The Full Album","2010"
"8315",8315,"Bikini Machine","The Pawn","4Nk0ErnL8Paj58PTcGYtTT","Daily Music Cookin' With","2006"
"8316",8316,"Bilal","C'mere","6m8jUowInyWee9inDLOF9S","1st Born Second","2001"
"8317",8317,"Bilal","Chriki","5YN2ZxdXmXdHjAe7SCLldm","La star du raï moral [Original Masters]","2017"
"8318",8318,"Bilal","Queen Sanity","21MpUOU4R2XaStC83niaDM","1st Born Second","2001"
"8319",8319,"Bilal","Soul Sista","1eetzMDPNpYSZOreBw7SSk","1st Born Second","2001"
"8320",8320,"Bilal","When Will U Call","2oGPNksAEDcCfz4HA10pXs","1st Born Second","2001"
"8321",8321,"Bilal / Jadakiss / Dr. Dre","Fast Lane","1rCugBa2t3ycgyR4xHSvvA","1st Born Second","2001"
"8322",8322,"Bilge Pump","Brown Ale For Sister Sarah","5yJG3VJRXDDbpWmL2LzCj3","Rupert The Sky","2008"
"8323",8323,"Bilge Pump","Sling Yr Hook","0c3bDxKePAI9R6a0tLmdq1","Let Me Breathe","2002"
"8324",8324,"Bilge Pump","The Lustral Mug","3KAlAnmiMoao48uc59Y8ox","Let Me Breathe","2002"
"8325",8325,"Bill & Gloria Gaither","Angels We Have Heard On High","4l8773lcdgwLqlRrPa0PNt","Homecoming Christmas","2006"
"8326",8326,"Bill & Gloria Gaither","Awesome God","6eNNBoZN7mNGLRufNoGZF9","Israel Homecoming","2005"
"8327",8327,"Bill & Gloria Gaither","Bethlehem Morning","3K7uGPQsJWXCRrgwYOaVi3","Homecoming Christmas","2006"
"8328",8328,"Bill & Gloria Gaither","He's On Time (London Homecoming Version)","4ILxT6jHfAC9KErAToEBqX","London Homecoming","2001"
"8329",8329,"Bill & Gloria Gaither","In the Garden","1nsCUcdeLcb87DE4gy8Xwd","trigger","trigger"
"8330",8330,"Bill & Gloria Gaither","Loving God Loving Each Other (Freedom Band Album Version)","0i3EcXkvhzpoqDXTcWVLej","trigger","trigger"
"8331",8331,"Bill & Gloria Gaither","On Jordan's Stormy Banks I Stand (All Day Singing At The Dome)","2h4ovTju0dtxstFwfgrMyb","trigger","trigger"
"8332",8332,"Bill & Gloria Gaither","Revive Us Again","2s5hl2dqJCRJ1RBvPZgPMO","trigger","trigger"
"8333",8333,"Bill & Gloria Gaither","Rock Of Ages (Favorite Hymns Sung By The Homecoming Friends Album Version)","6PRdiU4umZtBBjlYIQogzc","trigger","trigger"
"8334",8334,"Bill & Gloria Gaither","The Eastern Gate","2xlM2aI530O2eDshSCXjet","trigger","trigger"
"8335",8335,"Bill & Gloria Gaither","The Unclouded Day","1saJZ6W0xILAOPDsNdoMI9","trigger","trigger"
"8336",8336,"Bill & Gloria Gaither","We Will Stand (London Homecoming Version)","3JNc0MIe7xhAMgIGEVPD7h","trigger","trigger"
"8337",8337,"Bill & Gloria Gaither","When I Get Carried Away","7Lyzt3XmuhRvWJvzBb3AW6","trigger","trigger"
"8338",8338,"Bill Anderson","8 X 10","0R6PIalA9f5AQgD6DQk5gz","trigger","trigger"
"8339",8339,"Bill Anderson","I Can't Wait Any Longer","7HC4cWnMws2BjL00Ziz7Ao","trigger","trigger"
"8340",8340,"Bill Anschell","Crazy He Calls Me","13D0h3hAq4lCa3i02TakH0","trigger","trigger"
"8341",8341,"Bill Anschell","Faster than the Speed of Mildew","5fMBEDAuvdcvnHkZ4QEGqy","trigger","trigger"
"8342",8342,"Bill Anschell","Night and Day","5nVNxVK2h43tkFuG7lzm85","trigger","trigger"
"8343",8343,"Bill Anschell","One More Mile (Anschell)","2rG6jxz9EMpTqRTevCO3pd","trigger","trigger"
"8344",8344,"Bill Black's Combo","Blue Tango","7N29YCbJqmuQzspqfEebXr","trigger","trigger"
"8345",8345,"Bill Black's Combo","Blueberry Hill","3Nrp0U7m76C9iRlvfpz7TX","trigger","trigger"
"8346",8346,"Bill Black's Combo","Bo Diddley","11sHBK7KptiC6h0BNPxemh","trigger","trigger"
"8347",8347,"Bill Black's Combo","Cherry Pink","1Z9604qJQPvskC8mRhNXzt","trigger","trigger"
"8348",8348,"Bill Boyd's Cowboy Ramblers","You Shall Be Free Monah","4sGBsbLcK4fmaG3EGH5dHG","trigger","trigger"
"8349",8349,"Bill Bruford","Hell's Bells","0DKvzig7rwfWTZ0gvb0Zfx","trigger","trigger"
"8350",8350,"Bill Connors","Wade","2JOOoerZjcNsMP4qKZNIrv","trigger","trigger"
"8351",8351,"Bill Conti","Decision","5ebIlNZp0yUF8S6ksyPWpw","trigger","trigger"
"8352",8352,"Bill Conti","Southern Life","6qmNwend9xVze6hCCmcdca","trigger","trigger"
"8353",8353,"Bill Cosby","Baby_ What You Want Me To Do","4Xmf4SicWgxmuecByRu8lT","Silver Throat: Bill Cosby Sings","1967"
"8354",8354,"Bill Cosby","Big Boss Man","3fW4UPzZPazLeISvZj48Uy","Silver Throat: Bill Cosby Sings","1967"
"8355",8355,"Bill Cosby","Fat Albert (Buck_ Buck)","54cw0FqNtpB7u1qu34aywN","The Best Of Bill Cosby","1969"
"8356",8356,"Bill Cosby","Fat Albert's Car","0ImUvukVkCM6G4FoApWuKG","Fat Albert","2004"
"8357",8357,"Bill Cosby","Hush Hush","4E4Uw0Xnxd0JZsU6ZEOxj0","Silver Throat: Bill Cosby Sings","1967"
"8358",8358,"Bill Cosby","My Wife And Kids","5drg4dm9FNc6ufRfC9XFhy","Fat Albert","2004"
"8359",8359,"Bill Cosby","Natural Childbirth","6ehpwkaFxgMCr9xsy4BIsP","Himself","1982"
"8360",8360,"Bill Cosby","Tell Me You Love Me","51SxwaqwAdhwI7fzOq2xSd","Silver Throat: Bill Cosby Sings","1967"
"8361",8361,"Bill Doggett","Bill's Honky Tonk","6RI1gBZzpQy08pqeF1fbXQ","Lionel Hampton Presents: Bill Doggett '77","2017"
"8362",8362,"Bill Doggett","Blues For Hughes","5hzu1PGVdsdCbuakbcUXOX","Everyday I Have the Blues (The Definitive Black & Blue Sessions)","1971"
"8363",8363,"Bill Doggett","Dug's Pad","0ZVDSLyvD4euOfZfJFifH1","Jazz Café Presents Bill Doggett","2001"
"8364",8364,"Bill Doggett","Grease Bowl","47yvWzJFA4dCn48EaZAtQZ","Am I Blue (Blues Reference)","1978"
"8365",8365,"Bill Doggett","Hammer Head","1IpuwX5LnKXOrYpPiOVDId","Doggett Beat For Dancing Feet","1958"
"8366",8366,"Bill Doggett","Leaps and Bounds","4W2048VYy8IJq0zHsFnmpf","Bill Doggett - The Best Of","2005"
"8367",8367,"Bill Doggett","Mohr Truth (take 1)","3y5aOkBEZovtApwCRYKvK0","Everyday I Have the Blues (The Definitive Black & Blue Sessions)","1971"
"8368",8368,"Bill Doggett","Slow Walk","1k4v0KmFNA0RLbEj8cpCj4","Bill Doggett Greatest Hits","1972"
"8369",8369,"Bill Doggett","Under a Blanket of Blue","1Ao2in7JuytxPX7iqyafye","28 Big Ones","2005"
"8370",8370,"Bill Douglas","Deep Peace","4VqEv0LksyqEAT9EDwGEIu","Deep Peace","1996"
"8371",8371,"Bill Douglas","Elegy","5x6hhnARFLsoSelwFyOcaD","Stepping Stones","2004"
"8372",8372,"Bill Douglas","Folk Song","2v0vdFOPd1GfFTkL5sqGZI","Stepping Stones","2004"
"8373",8373,"Bill Douglas","Forest Hymn","1UAIwjuF5gTDdUZApD2pfM","A Place Called Morning","2001"
"8374",8374,"Bill Douglas","Intermezzo","4uOV0W8TaHSe7KSE1tXx46","A Place Called Morning","2001"
"8375",8375,"Bill Douglas","Lullaby","5BvwoPd1b7PJyNfpMFjyd6","Deep Peace","1996"
"8376",8376,"Bill Douglas","Sapphire","2Gi0T6dhDqbE13tutfB98X","Kaleidoscope","1993"
"8377",8377,"Bill Engvall","Differences Between Men And Women","70QLkrgMEUcCMShGQgrRfd","Blue Collar Comedy Tour Rides Again","2004"
"8378",8378,"Bill Engvall","Skimpy Underwear","1XycyjG9DmowVvSFihpsMr","The Best Of Blue Collar Comedy","2003"
"8379",8379,"Bill Evans","I Should Care","7Hgd7qmABdv6JpVK7cUTZf","Getting Sentimental","2003"
"8380",8380,"Bill Evans","Time Remembered","3naprniVXboLKVC81KtIYs","On A Monday Evening (Live)","2017"
"8381",8381,"Bill Evans Trio","Alice In Wonderland","0bDlhKzFeybyiwcDYnrGe0","Sunday At The Village Vanguard [Keepnews Collection]","1961"
"8382",8382,"Bill Evans Trio","Gloria's Step","2t6elm6l8YdCJVfRvO0rC7","The Complete Village Vanguard Recordings, 1961","2005"
"8383",8383,"Bill Evans Trio","In Your Own Sweet Way","4khfmq0rmcRUI5AOhvtLSE","How My Heart Sings! [Original Jazz Classics Remasters]","1964"
"8384",8384,"Bill Evans Trio","Letter To Evan","0x1Tq22dObbob2PK091nYy","The Last Waltz - The Final Recordings At Keystone Korner September 1980","2000"
"8385",8385,"Bill Evans Trio","Polka Dots And Moonbeams","5bemClhFeQ7fcth7mjjnKO","Moon Beams [Original Jazz Classics Remasters]","1962"
"8386",8386,"Bill Evans Trio","Some Other Time","0oEIrVWpLj01XtFtDitQyR","Waltz For Debby [Original Jazz Classics Remasters] (OJC Remaster)","1961"
"8387",8387,"Bill Evans Trio","Who Can I Turn To (When Nobody Needs Me)","6bd7ArVirQeS7v2Tlfabrp","Play - Piano Jazz","2015"
"8388",8388,"Bill Fay","Still Some Light","3t9UJiDiBIbuuXD2Km3H5r","Still Some Light","2010"
"8389",8389,"Bill Fay","War Machine","4XHtPjXNc0e9fWfUmIYShK","Who Is the Sender?","2015"
"8390",8390,"Bill Frenzer and Ogden Edsl","Kinko The Clown","3TZCJh77VrkJeh1IzHgXOj","Mower Of The Ogden Edsl, Featuring Bill Frenzer","1995"
"8391",8391,"Bill Frisell","Empty Barn (Part 2)","30GgKXWdETaxq8vop067Gq","OST - All Hat","2008"
"8392",8392,"Bill Frisell","Hardy Duet","05jndR7kkBtofe7wwybg0m","OST - All Hat","2008"
"8393",8393,"Bill Frisell","Interlude 2","1epFjRZmWtnfnBQRAgJjeQ","OST - All Hat","2008"
"8394",8394,"Bill Frisell","Last Race","49PzPKIHWSqD1GGbXBD8IB","OST - All Hat","2008"
"8395",8395,"Bill Frisell","Monroe","3N51pIlDDV5JEwmxTU11h9","Good Dog, Happy Man","1999"
"8396",8396,"Bill Frisell","Theme Version 3","6XsnkYF5hXfcNMMVHeHjsw","OST - All Hat","2008"
"8397",8397,"Bill Gaither Trio","Get All Excited","6m4ev9JVFXqpjttZaCLjRS","Classic Moments From The Bill Gaither Trio Vol. 1","2000"
"8398",8398,"Bill Gaither Trio","Yes_ Jesus Loves Me","1BOsW0rpj1j5gVylGSnxhW","Classic Moments From The Bill Gaither Trio","1999"
"8399",8399,"Bill Haley & Haley's Comets","Crazy Man Crazy","3j4aet9in0NdFyDoFtWpmp","We're Gonna Party","1993"
"8400",8400,"Bill Haley & His Comets","Shake_ Rattle & Roll","2JoXjemDQe0fSmk26CpfrP","Bill Haley's Greatest Hits","1991"
"8401",8401,"Bill Haley & The Comets","Happy Baby","47H0Vy0HUUAEguauMzH7Gn","From The Original Master Tapes","1985"
"8402",8402,"Bill Haley & The Comets","See You Later_ Alligator","3CIXs8QRRpJJAQ3PnB233j","From The Original Master Tapes","1985"
"8403",8403,"Bill Haley & The Comets","Shake Rattle & Roll","1rmvCn0AfUx84vcbvxWYwh","From The Original Master Tapes","1985"
"8404",8404,"Bill Haley and his Comets","Hook_ Line And Sinker","7leHOiYnNqa77Lent8fqX5","Bill Haley's Greatest Hits","1991"
"8405",8405,"Bill Haley And The Comets","Skinny Minnie","6SGfYq4cWDE3yngmmlQ0io","Best Of Bill Haley & His Comets: 20th Century Masters: The Millennium Collection","1999"
"8406",8406,"Bill Haley and The Saddlemen","Rock The Joint","627UcGdzb1KWKdbaBeT3hp","Rockabilly & Hillbilly Hell Raisers","2010"
"8407",8407,"Bill Justis","Raunchy","5gsVdCTBKYHzzGcYNg1TXT","Sun King Collection - Bill Justis","2012"
"8408",8408,"Bill Laswell","3rd Stage Navigator","6IGMEOXR67HXZhAbnkRnH0","Final Oscillations","2003"
"8409",8409,"Bill Laswell","4D","6uGseJZi7C4pmpH9wSzZEk","Aftermathematics","2007"
"8410",8410,"Bill Laswell","Assassiations 2","05qyHRdamajEPkwu1ITBOH","Hashisheen : The End Of Law","1999"
"8411",8411,"Bill Laswell","Atoms To Suns (For Russell Mix)","5sPHW4IriPdcQXWP3cdWDl","Valis II - Everything Must Go","1997"
"8412",8412,"Bill Laswell","Ghost Dub","0szChwsfg9d6oRY03wy445","Aftermathematics","2007"
"8413",8413,"Bill Laswell","On Sadism","2gw5ScOCiA7jV1Y09irL1O","Secret Life","2001"
"8414",8414,"Bill Laswell","Slow Murder","1N7wFW40wbZDFmJY792Stv","Secret Life","2001"
"8415",8415,"Bill Laswell","Speed of Light","3CM6zF51i6nTEn2JbuMyQc","Into the Outlands","2001"
"8416",8416,"Bill Laswell","Stations Of The Cross","0yvhlDIOmrM8NSmsnVYdQp","Hear No Evil","1988"
"8417",8417,"Bill Laswell","Subcut","0HFjBMnyJDSwWk1tJcGjuO","Aftermathematics","2007"
"8418",8418,"Bill Laswell","The assassins","67a25xNiG9UcVn6j6ma9Vw","Hashisheen : The End Of Law","1999"
"8419",8419,"Bill Laswell","The divine self","3hAqoRkMZY0UOVDhSyby7M","Hashisheen : The End Of Law","1999"
"8420",8420,"Bill Laswell","Time Out","6LE1h445JWCBJJ9SGeMBFO","One Down","2001"
"8421",8421,"Bill Laswell","Voice of Thunder","48394ltepMxeD7aSFmc1GO","Into the Outlands","2001"
"8422",8422,"Bill Laswell_ Dj Grazhoppa","Milky","Bill Laswell_ Dj Grazhoppa","Final Oscillations","2003"
"8423",8423,"Bill Laswell_ DXT","33","4hWtXgPtwVFUdxURs7dQmV","Valis II - Everything Must Go","1997"
"8424",8424,"Bill Lloyd","Trampoline","293lXUoNe7ueuBT371ND7o","Live From Mountain Stage - Vol. 8","1995"
"8425",8425,"Bill Medley","Brown Eyed Woman","3BkXscN4HrInxzjOpmAwhb","The Definitive Collection","2009"
"8426",8426,"Bill Monroe","Bluegrass Breakdown","4jTvDbirqUxMungt6zcDOy","Foggy Mountain Breakdown","2016"
"8427",8427,"Bill Monroe","Bluegrass Special","3OnvDXRHQCRSRWLbF2MFI8","Columbia Historic Edition","1946"
"8428",8428,"Bill Monroe","Kentucky Waltz","44X3wBWJkqZucNHbYU6Wk9","Columbia Historic Edition","1946"
"8429",8429,"Bill Monroe","Rawhide","4NKzsQu510yjM7OiWJjtPY","Live At Mechanics Hall","2004"
"8430",8430,"Bill Monroe & His Blue Grass Boys","I Hear A Sweet Voice Calling","5YjJfkIDho4iq2R5Qw3I8L","The Essential Bill Monroe (1945-1949)","1945"
"8431",8431,"Bill Monroe & His Bluegrass Boys","Bluegrass Breakdown","42r1mjfTTWgr9tS8aSmvTC","Live Recordings 1956-1969: Off the Record Volume 1","1993"
"8432",8432,"Bill Monroe & The Bluegrass Boys","Blue Moon Of Kentucky","10LPQOMto0TRjnGgOs7wkR","Folk Music At Newport","1995"
"8433",8433,"Bill Moore","We're Gonna Rock_ We're Gonna Roll","6duQjyk9M4bfaKLakdeu3b","Stompin' at the Savoy: The Original Indie Label, 1944 - 1961","2010"
"8434",8434,"Bill Morrissey","Picnic","4RZUf24gavLUaEmqhnQZ4c","The Silverwolf Homeless Project","2003"
"8435",8435,"Bill Murk","Hungarian Goulash","Bill Murk","Praise Keeper","2005"
"8436",8436,"Bill Murk","Wayfarin' Stranger","1CzjTmlk7VaIte49643SY7","Bound For Glory","1993"
"8437",8437,"Bill Murk","Wondrous Love","03l6PIWDsrOS5jfqcQCwfh","Bound For Glory","1993"
"8438",8438,"Bill Nelson","Do You Dream In Colour","5yemygKOs6SG3Kmw2H1mfn","Quit Dreaming (And Get On The Beam)","2005"
"8439",8439,"Bill Nelson","Tender Is The Night","0BMyxEw2vfIuRrv7dQFAks","Chimera","2005"
"8440",8440,"Bill Nelson","The Crystal Escalator In The Palace Of God","6OZLxuvEnXQtIWi2RTo1kX","The Love That Whirls","1982"
"8441",8441,"Bill Nettles","Hungry","1nsIXCdt7yDxPp8fCDEaEL","Early Country and Western from Bullet Records of Nashville","2010"
"8442",8442,"Bill Parsons","Silver Linings","7aHziCquxfqljQyWblBXKu","Special Delivery","1999"
"8443",8443,"Bill Perkins","Barbados","0kvCjB6WY1EZwhmD7mEsJQ","Swing Spring","1999"
"8444",8444,"Bill Perkins","Lotus Blossom","2KFDFDdP9xPTWLGpHRXyWc","Swing Spring","1999"
"8445",8445,"Bill Perkins","Summer Night","6uusilYN2o1baXxoFRMoQf","Swing Spring","1999"
"8446",8446,"Bill Perry","Big  Ass Green Van","5OJY5xfO3i7QFgVgHh41pB","Raw Deal","2004"
"8447",8447,"Bill Perry","Honey Pie","0vYTDbBSKnc0AhJwb6Hnjp","Crazy Kind Of Life","2002"
"8448",8448,"Bill Perry","I Can't See The Light Of Day","7LUvd1spbUVmb6Gj2rduVA","Fire It Up","2001"
"8449",8449,"Bill Perry","Let Me Love You","11VchyBdv3yn4pIQmriHSL","Don't Know Nothin' About Love","2005"
"8450",8450,"Bill Phillips","I Saw The Light","2Cs4CPxkI5x6iyHnuFCucO","His Very Best","2015"
"8451",8451,"Bill Pursell","Alley Cat","3FlIUY3THg1VoV0mIYyZeO","His Very Best","2008"
"8452",8452,"Bill Quinn","If Only I Had You","Bill Quinn","Bill Quinn Sings Jim Reeves Smash Hits","1996"
"8453",8453,"Bill Quinn","Just Out Of Reach","6vq8gW6dMKxfYgEAwdpN76","Bill Quinn Sings Jim Reeves Smash Hits","1996"
"8454",8454,"Bill Quinn","Oh_ How I Miss You Tonight","4m9OnpHd8qRXNwlElzlH4c","Bill Quinn Sings Jim Reeves Smash Hits","1996"
"8455",8455,"Bill Quinn","Scarlet Ribbons","0tcTd7O9nTMw3srDWF4Hix","Bill Quinn Sings Jim Reeves Smash Hits","1996"
"8456",8456,"Bill Quinn","This World Is Not My Home","0vDtjm4pzjSHpuEhU1IlvR","Bill Quinn Sings Jim Reeves' Greatest Hits","1996"
"8457",8457,"Bill Quinn","Whispering Hope","1eUmJCdV9kI9cVkPBTxt5s","Bill Quinn Sings Jim Reeves Smash Hits","1996"
"8458",8458,"Bill Quinn","You're The Only Good Thing","07fqLgufRZr2I2d9n4DLSF","Bill Quinn Sings Jim Reeves' Greatest Hits","1996"
"8459",8459,"Bill Streett","Calve","67F5xyvrIqNKyPwmexZ4Jd","Lure","2000"
"8460",8460,"Bill Streett","Parting Company","0oDF3vW8thgXF25k0n6WXP","Lure","2000"
"8461",8461,"Bill Wells & Maher Shalal Hash Baz","Cowtail Calypso","0j79Pdtw6Nar4zw1QnSFx0","Osaka Bridge","2006"
"8462",8462,"Bill Wells & Maher Shalal Hash Baz","Rye And Guy","7apdyHZ5dJl7F8IiFGWmnZ","Osaka Bridge","2006"
"8463",8463,"Bill Whelan","Kinsale","1SxfPHegi0LTMxwLSrAUPw","The Seville Suite","1992"
"8464",8464,"Bill Whelan","Riverdance","1DfAtJJJdqeh8KqHNc7nbi","Bill Whelan: Orchestral Works","2018"
"8465",8465,"Bill Whelan","The Storm","5xZ3NBFuc7p7A3MyLwpOGi","The Seville Suite","1992"
"8466",8466,"Bill Withers","Tender Things","20t3Wchb3cqS4tYPmWumuB","Menagerie","1977"
"8467",8467,"Bill Withers","Use Me","4gRA0i5sxx3jAhHaVjPnUN","Still Bill","1972"
"8468",8468,"Bill Withers","Who Is He? (And What Is He To You?)","1KywyxekfDEp3Ym7YP7S25","Still Bill","1972"
"8469",8469,"Bill Wyman","Get It On","5OtGZuC5E0Hd2EaXB2fuJd","Stone Alone (Deluxe Edition)","2015"
"8470",8470,"Bill Wyman","Girls","1xzhYqjVSnS6pARgjP1q1U","Bill Wyman","2015"
"8471",8471,"Bill Wyman","If You Wanna Be Happy","7eU2ksuLoeHdPQ9SMJP0V5","White Lightnin' - The Solo Box (Audio Version)","2015"
"8472",8472,"Bill Wyman","No More Foolin'","3ntIx0Ly9IHxE501KmOxoJ","Stone Alone","2015"
"8473",8473,"Bill Wyman","Peanut Butter Time","149YDYFknC8pba0YK1yRXx","Stone Alone","2015"
"8474",8474,"Bill Wyman","Quarter To Three","0pBazudyPF9pH7XeeF0l72","Greatest","2016"
"8475",8475,"Bill Wyman's Rhythm Kings","Let's Talk It Over","6JvnXZPjBq2Ehc6Rn3PqeY","Live","2016"
"8476",8476,"Billie Davis","You and I","2mjrx4vwcMOsnO6qTSpkdA","All Time American Hits and More, Vol. 1","2012"
"8477",8477,"Billie Holiday","Everything Happens for the Best","6HBMAhRN5KFJkyPwUFKS7g","Lady Day: The Complete Billie Holiday On Columbia (1933-1944)","1933"
"8478",8478,"Billie Holiday","I Gotta Right to Sing the Blues","5wKpvkWlr3GTxFnDSsT2xT","The Complete Commodore/Decca Masters","2009"
